n,module,old,new,src,grain,window,metric,note
64,R01_late_shoe.csv,avg_profit_per_round,xagg__G55__base__avg_profit_per_round,xagg,G55,base,avg_profit_per_round,P0-1 需按本件 grain 重聚合后方可用此名
64,R01_late_shoe.csv,avg_profit_per_day,xagg__G55__base__avg_profit_per_day,xagg,G55,base,avg_profit_per_day,P0-1 需按本件 grain 重聚合后方可用此名
64,R01_late_shoe.csv,avg_profit_per_shoe,xagg__G55__base__avg_profit_per_shoe,xagg,G55,base,avg_profit_per_shoe,P0-1 需按本件 grain 重聚合后方可用此名
64,R01_late_shoe.csv,avg_stake_per_active_day,xagg__G55__base__avg_stake_per_active_day,xagg,G55,base,avg_stake_per_active_day,P0-1 需按本件 grain 重聚合后方可用此名
64,R01_late_shoe.csv,avg_rounds_per_active_day,xagg__G55__base__avg_rounds_per_active_day,xagg,G55,base,avg_rounds_per_active_day,P0-1 需按本件 grain 重聚合后方可用此名
64,R01_late_shoe.csv,avg_stake_late,xagg__G55__late__avg_stake,xagg,G55,late,avg_stake,P0-1 需按本件 grain 重聚合后方可用此名
64,R01_late_shoe.csv,avg_stake_non_late,xagg__G55__non_late__avg_stake,xagg,G55,non_late,avg_stake,P0-1 需按本件 grain 重聚合后方可用此名
64,R01_late_shoe.csv,p25_stake,xagg__G55__base__p25_stake,xagg,G55,base,p25_stake,P0-1 需按本件 grain 重聚合后方可用此名
64,R01_late_shoe.csv,p50_stake,xagg__G55__base__p50_stake,xagg,G55,base,p50_stake,P0-1 需按本件 grain 重聚合后方可用此名
64,R01_late_shoe.csv,p75_stake,xagg__G55__base__p75_stake,xagg,G55,base,p75_stake,P0-1 需按本件 grain 重聚合后方可用此名
64,R01_late_shoe.csv,p90_stake,xagg__G55__base__p90_stake,xagg,G55,base,p90_stake,P0-1 需按本件 grain 重聚合后方可用此名
64,R01_late_shoe.csv,p95_stake,xagg__G55__base__p95_stake,xagg,G55,base,p95_stake,P0-1 需按本件 grain 重聚合后方可用此名
64,R01_late_shoe.csv,p99_stake,xagg__G55__base__p99_stake,xagg,G55,base,p99_stake,P0-1 需按本件 grain 重聚合后方可用此名
64,R01_late_shoe.csv,p50_valid_bet,xagg__G55__base__p50_valid_bet,xagg,G55,base,p50_valid_bet,P0-1 需按本件 grain 重聚合后方可用此名
64,R01_late_shoe.csv,p50_profit,xagg__G55__base__p50_profit,xagg,G55,base,p50_profit,P0-1 需按本件 grain 重聚合后方可用此名
64,R01_late_shoe.csv,p95_over_p50,xagg__G55__base__p95_over_p50,xagg,G55,base,p95_over_p50,P0-1 需按本件 grain 重聚合后方可用此名
64,R01_late_shoe.csv,p99_over_p50,xagg__G55__base__p99_over_p50,xagg,G55,base,p99_over_p50,P0-1 需按本件 grain 重聚合后方可用此名
64,R01_late_shoe.csv,avg_over_p50,xagg__G55__base__avg_over_p50,xagg,G55,base,avg_over_p50,P0-1 需按本件 grain 重聚合后方可用此名
64,R01_late_shoe.csv,common_table_count,xagg__G55__base__common_table_count,xagg,G55,base,common_table_count,P0-1 需按本件 grain 重聚合后方可用此名
64,R01_late_shoe.csv,common_dealer_count,xagg__G55__base__common_dealer_count,xagg,G55,base,common_dealer_count,P0-1 需按本件 grain 重聚合后方可用此名
64,R01_late_shoe.csv,common_ip_count,xagg__G55__base__common_ip_count,xagg,G55,base,common_ip_count,P0-1 需按本件 grain 重聚合后方可用此名
64,R01_late_shoe.csv,common_product_count,xagg__G55__base__common_product_count,xagg,G55,base,common_product_count,P0-1 需按本件 grain 重聚合后方可用此名
64,R01_late_shoe.csv,share_late,xagg__G55__late__share,xagg,G55,late,share,P0-1 需按本件 grain 重聚合后方可用此名
64,R01_late_shoe.csv,hold_rate,xagg__G55__base__hold_rate,xagg,G55,base,hold_rate,P0-1 需按本件 grain 重聚合后方可用此名
64,R01_late_shoe.csv,hold_rate_late,xagg__G55__late__hold_rate,xagg,G55,late,hold_rate,P0-1 需按本件 grain 重聚合后方可用此名
64,R01_late_shoe.csv,rebate_rate_actual,xagg__G55__base__rebate_rate_actual,xagg,G55,base,rebate_rate_actual,P0-1 需按本件 grain 重聚合后方可用此名
64,R01_late_shoe.csv,rebate_pct_config,xagg__G55__base__rebate_pct_config,xagg,G55,base,rebate_pct_config,P0-1 需按本件 grain 重聚合后方可用此名
64,R01_late_shoe.csv,turnover_multiple,xagg__G55__base__turnover_multiple,xagg,G55,base,turnover_multiple,P0-1 需按本件 grain 重聚合后方可用此名
64,R01_late_shoe.csv,free_comm_rate,xagg__G55__base__free_comm_rate,xagg,G55,base,free_comm_rate,P0-1 需按本件 grain 重聚合后方可用此名
64,R01_late_shoe.csv,roi_delta_late,xagg__G55__late__roi_delta,xagg,G55,late,roi_delta,P0-1 需按本件 grain 重聚合后方可用此名
64,R01_late_shoe.csv,first_seen,xagg__G55__base__first_seen,xagg,G55,base,first_seen,P0-1 需按本件 grain 重聚合后方可用此名
64,R01_late_shoe.csv,last_seen,xagg__G55__base__last_seen,xagg,G55,base,last_seen,P0-1 需按本件 grain 重聚合后方可用此名
64,R01_late_shoe.csv,active_days,xagg__G55__base__active_days,xagg,G55,base,active_days,P0-1 需按本件 grain 重聚合后方可用此名
64,R01_late_shoe.csv,active_shoes,xagg__G55__base__active_shoes,xagg,G55,base,active_shoes,P0-1 需按本件 grain 重聚合后方可用此名
64,R01_late_shoe.csv,active_sessions,xagg__G55__base__active_sessions,xagg,G55,base,active_sessions,P0-1 需按本件 grain 重聚合后方可用此名
64,R01_late_shoe.csv,span_days,xagg__G55__base__span_days,xagg,G55,base,span_days,P0-1 需按本件 grain 重聚合后方可用此名
64,R01_late_shoe.csv,persistence,xagg__G55__base__persistence,xagg,G55,base,persistence,P0-1 需按本件 grain 重聚合后方可用此名
64,R01_late_shoe.csv,ramp_late,xagg__G55__late__ramp,xagg,G55,late,ramp,P0-1 需按本件 grain 重聚合后方可用此名
64,R01_late_shoe.csv,ramp_recent,xagg__G55__recent__ramp,xagg,G55,recent,ramp,P0-1 需按本件 grain 重聚合后方可用此名
64,R01_late_shoe.csv,stake_ramp,xagg__G55__base__stake_ramp,xagg,G55,base,stake_ramp,P0-1 需按本件 grain 重聚合后方可用此名
64,R01_late_shoe.csv,vip_tier,xagg__G55__base__vip_tier,xagg,G55,base,vip_tier,P0-1 需按本件 grain 重聚合后方可用此名
64,R01_late_shoe.csv,economic_value,xagg__G55__base__economic_value,xagg,G55,base,economic_value,P0-1 需按本件 grain 重聚合后方可用此名
64,R01_late_shoe.csv,risk_value,xagg__G55__base__risk_value,xagg,G55,base,risk_value,P0-1 需按本件 grain 重聚合后方可用此名
64,R01_late_shoe.csv,pr_stake,xagg__G55__base__pr_stake,xagg,G55,base,pr_stake,P0-1 需按本件 grain 重聚合后方可用此名
64,R01_late_shoe.csv,action_priority,xagg__G55__base__action_priority,xagg,G55,base,action_priority,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,stake,xagg__G55__base__stake,xagg,G55,base,stake,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,valid_bet,xagg__G55__base__valid_bet,xagg,G55,base,valid_bet,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,profit,xagg__G55__base__profit,xagg,G55,base,profit,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,n_bets,xagg__G55__base__n_bets,xagg,G55,base,n_bets,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,n_rounds,xagg__G55__base__n_rounds,xagg,G55,base,n_rounds,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,roi,xagg__G55__base__roi,xagg,G55,base,roi,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,roi_late,xagg__G55__late__roi,xagg,G55,late,roi,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,roi_non_late,xagg__G55__non_late__roi,xagg,G55,non_late,roi,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,roi_ex_rebate,xagg__G55__base__roi_ex_rebate,xagg,G55,base,roi_ex_rebate,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,roi_numerator,xagg__G55__base__roi_numerator,xagg,G55,base,roi_numerator,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,roi_denominator,xagg__G55__base__roi_denominator,xagg,G55,base,roi_denominator,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,roi_denominator_status,xagg__G55__base__roi_denominator_status,xagg,G55,base,roi_denominator_status,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,rebate_cost,xagg__G55__base__rebate_cost,xagg,G55,base,rebate_cost,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,agent_cost,xagg__G55__base__agent_cost,xagg,G55,base,agent_cost,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,net_margin,xagg__G55__base__net_margin,xagg,G55,base,net_margin,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,net_margin_rate,xagg__G55__base__net_margin_rate,xagg,G55,base,net_margin_rate,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,avg_stake_per_bet,xagg__G55__base__avg_stake_per_bet,xagg,G55,base,avg_stake_per_bet,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,avg_valid_bet_per_round,xagg__G55__base__avg_valid_bet_per_round,xagg,G55,base,avg_valid_bet_per_round,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,avg_profit_per_round,xagg__G55__base__avg_profit_per_round,xagg,G55,base,avg_profit_per_round,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,avg_profit_per_day,xagg__G55__base__avg_profit_per_day,xagg,G55,base,avg_profit_per_day,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,avg_profit_per_shoe,xagg__G55__base__avg_profit_per_shoe,xagg,G55,base,avg_profit_per_shoe,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,avg_stake_per_active_day,xagg__G55__base__avg_stake_per_active_day,xagg,G55,base,avg_stake_per_active_day,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,avg_rounds_per_active_day,xagg__G55__base__avg_rounds_per_active_day,xagg,G55,base,avg_rounds_per_active_day,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,avg_stake_late,xagg__G55__late__avg_stake,xagg,G55,late,avg_stake,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,avg_stake_non_late,xagg__G55__non_late__avg_stake,xagg,G55,non_late,avg_stake,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,p25_stake,xagg__G55__base__p25_stake,xagg,G55,base,p25_stake,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,p50_stake,xagg__G55__base__p50_stake,xagg,G55,base,p50_stake,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,p75_stake,xagg__G55__base__p75_stake,xagg,G55,base,p75_stake,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,p90_stake,xagg__G55__base__p90_stake,xagg,G55,base,p90_stake,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,p95_stake,xagg__G55__base__p95_stake,xagg,G55,base,p95_stake,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,p99_stake,xagg__G55__base__p99_stake,xagg,G55,base,p99_stake,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,p50_valid_bet,xagg__G55__base__p50_valid_bet,xagg,G55,base,p50_valid_bet,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,p50_profit,xagg__G55__base__p50_profit,xagg,G55,base,p50_profit,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,p95_over_p50,xagg__G55__base__p95_over_p50,xagg,G55,base,p95_over_p50,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,p99_over_p50,xagg__G55__base__p99_over_p50,xagg,G55,base,p99_over_p50,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,avg_over_p50,xagg__G55__base__avg_over_p50,xagg,G55,base,avg_over_p50,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,common_table_count,xagg__G55__base__common_table_count,xagg,G55,base,common_table_count,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,common_dealer_count,xagg__G55__base__common_dealer_count,xagg,G55,base,common_dealer_count,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,common_ip_count,xagg__G55__base__common_ip_count,xagg,G55,base,common_ip_count,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,common_product_count,xagg__G55__base__common_product_count,xagg,G55,base,common_product_count,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,share_late,xagg__G55__late__share,xagg,G55,late,share,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,hold_rate,xagg__G55__base__hold_rate,xagg,G55,base,hold_rate,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,hold_rate_late,xagg__G55__late__hold_rate,xagg,G55,late,hold_rate,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,rebate_rate_actual,xagg__G55__base__rebate_rate_actual,xagg,G55,base,rebate_rate_actual,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,rebate_pct_config,xagg__G55__base__rebate_pct_config,xagg,G55,base,rebate_pct_config,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,turnover_multiple,xagg__G55__base__turnover_multiple,xagg,G55,base,turnover_multiple,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,free_comm_rate,xagg__G55__base__free_comm_rate,xagg,G55,base,free_comm_rate,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,roi_delta_late,xagg__G55__late__roi_delta,xagg,G55,late,roi_delta,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,first_seen,xagg__G55__base__first_seen,xagg,G55,base,first_seen,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,last_seen,xagg__G55__base__last_seen,xagg,G55,base,last_seen,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,active_days,xagg__G55__base__active_days,xagg,G55,base,active_days,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,active_shoes,xagg__G55__base__active_shoes,xagg,G55,base,active_shoes,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,active_sessions,xagg__G55__base__active_sessions,xagg,G55,base,active_sessions,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,span_days,xagg__G55__base__span_days,xagg,G55,base,span_days,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,persistence,xagg__G55__base__persistence,xagg,G55,base,persistence,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,ramp_late,xagg__G55__late__ramp,xagg,G55,late,ramp,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,ramp_recent,xagg__G55__recent__ramp,xagg,G55,recent,ramp,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,stake_ramp,xagg__G55__base__stake_ramp,xagg,G55,base,stake_ramp,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,vip_tier,xagg__G55__base__vip_tier,xagg,G55,base,vip_tier,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,economic_value,xagg__G55__base__economic_value,xagg,G55,base,economic_value,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,risk_value,xagg__G55__base__risk_value,xagg,G55,base,risk_value,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,pr_stake,xagg__G55__base__pr_stake,xagg,G55,base,pr_stake,P0-1 需按本件 grain 重聚合后方可用此名
65,R01_late_shoe_w2.csv,action_priority,xagg__G55__base__action_priority,xagg,G55,base,action_priority,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,stake,xagg__G56__base__stake,xagg,G56,base,stake,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,valid_bet,xagg__G56__base__valid_bet,xagg,G56,base,valid_bet,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,profit,xagg__G56__base__profit,xagg,G56,base,profit,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,n_bets,xagg__G56__base__n_bets,xagg,G56,base,n_bets,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,n_rounds,xagg__G56__base__n_rounds,xagg,G56,base,n_rounds,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,roi,xagg__G56__base__roi,xagg,G56,base,roi,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,roi_late,xagg__G56__late__roi,xagg,G56,late,roi,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,roi_non_late,xagg__G56__non_late__roi,xagg,G56,non_late,roi,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,roi_ex_rebate,xagg__G56__base__roi_ex_rebate,xagg,G56,base,roi_ex_rebate,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,roi_numerator,xagg__G56__base__roi_numerator,xagg,G56,base,roi_numerator,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,roi_denominator,xagg__G56__base__roi_denominator,xagg,G56,base,roi_denominator,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,roi_denominator_status,xagg__G56__base__roi_denominator_status,xagg,G56,base,roi_denominator_status,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,rebate_cost,xagg__G56__base__rebate_cost,xagg,G56,base,rebate_cost,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,agent_cost,xagg__G56__base__agent_cost,xagg,G56,base,agent_cost,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,net_margin,xagg__G56__base__net_margin,xagg,G56,base,net_margin,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,net_margin_rate,xagg__G56__base__net_margin_rate,xagg,G56,base,net_margin_rate,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,avg_stake_per_bet,xagg__G56__base__avg_stake_per_bet,xagg,G56,base,avg_stake_per_bet,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,avg_valid_bet_per_round,xagg__G56__base__avg_valid_bet_per_round,xagg,G56,base,avg_valid_bet_per_round,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,avg_profit_per_round,xagg__G56__base__avg_profit_per_round,xagg,G56,base,avg_profit_per_round,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,avg_profit_per_day,xagg__G56__base__avg_profit_per_day,xagg,G56,base,avg_profit_per_day,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,avg_profit_per_shoe,xagg__G56__base__avg_profit_per_shoe,xagg,G56,base,avg_profit_per_shoe,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,avg_stake_per_active_day,xagg__G56__base__avg_stake_per_active_day,xagg,G56,base,avg_stake_per_active_day,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,avg_rounds_per_active_day,xagg__G56__base__avg_rounds_per_active_day,xagg,G56,base,avg_rounds_per_active_day,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,avg_stake_late,xagg__G56__late__avg_stake,xagg,G56,late,avg_stake,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,avg_stake_non_late,xagg__G56__non_late__avg_stake,xagg,G56,non_late,avg_stake,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,p25_stake,xagg__G56__base__p25_stake,xagg,G56,base,p25_stake,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,p50_stake,xagg__G56__base__p50_stake,xagg,G56,base,p50_stake,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,p75_stake,xagg__G56__base__p75_stake,xagg,G56,base,p75_stake,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,p90_stake,xagg__G56__base__p90_stake,xagg,G56,base,p90_stake,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,p95_stake,xagg__G56__base__p95_stake,xagg,G56,base,p95_stake,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,p99_stake,xagg__G56__base__p99_stake,xagg,G56,base,p99_stake,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,p50_valid_bet,xagg__G56__base__p50_valid_bet,xagg,G56,base,p50_valid_bet,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,p50_profit,xagg__G56__base__p50_profit,xagg,G56,base,p50_profit,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,p95_over_p50,xagg__G56__base__p95_over_p50,xagg,G56,base,p95_over_p50,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,p99_over_p50,xagg__G56__base__p99_over_p50,xagg,G56,base,p99_over_p50,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,avg_over_p50,xagg__G56__base__avg_over_p50,xagg,G56,base,avg_over_p50,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,common_table_count,xagg__G56__base__common_table_count,xagg,G56,base,common_table_count,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,common_dealer_count,xagg__G56__base__common_dealer_count,xagg,G56,base,common_dealer_count,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,common_ip_count,xagg__G56__base__common_ip_count,xagg,G56,base,common_ip_count,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,common_product_count,xagg__G56__base__common_product_count,xagg,G56,base,common_product_count,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,share_late,xagg__G56__late__share,xagg,G56,late,share,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,hold_rate,xagg__G56__base__hold_rate,xagg,G56,base,hold_rate,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,hold_rate_late,xagg__G56__late__hold_rate,xagg,G56,late,hold_rate,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,rebate_rate_actual,xagg__G56__base__rebate_rate_actual,xagg,G56,base,rebate_rate_actual,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,rebate_pct_config,xagg__G56__base__rebate_pct_config,xagg,G56,base,rebate_pct_config,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,turnover_multiple,xagg__G56__base__turnover_multiple,xagg,G56,base,turnover_multiple,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,free_comm_rate,xagg__G56__base__free_comm_rate,xagg,G56,base,free_comm_rate,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,roi_delta_late,xagg__G56__late__roi_delta,xagg,G56,late,roi_delta,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,first_seen,xagg__G56__base__first_seen,xagg,G56,base,first_seen,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,last_seen,xagg__G56__base__last_seen,xagg,G56,base,last_seen,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,active_days,xagg__G56__base__active_days,xagg,G56,base,active_days,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,active_shoes,xagg__G56__base__active_shoes,xagg,G56,base,active_shoes,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,active_sessions,xagg__G56__base__active_sessions,xagg,G56,base,active_sessions,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,span_days,xagg__G56__base__span_days,xagg,G56,base,span_days,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,persistence,xagg__G56__base__persistence,xagg,G56,base,persistence,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,ramp_late,xagg__G56__late__ramp,xagg,G56,late,ramp,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,ramp_recent,xagg__G56__recent__ramp,xagg,G56,recent,ramp,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,stake_ramp,xagg__G56__base__stake_ramp,xagg,G56,base,stake_ramp,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,vip_tier,xagg__G56__base__vip_tier,xagg,G56,base,vip_tier,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,economic_value,xagg__G56__base__economic_value,xagg,G56,base,economic_value,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,risk_value,xagg__G56__base__risk_value,xagg,G56,base,risk_value,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,pr_stake,xagg__G56__base__pr_stake,xagg,G56,base,pr_stake,P0-1 需按本件 grain 重聚合后方可用此名
66,R01anm_shoe_anomaly.csv,action_priority,xagg__G56__base__action_priority,xagg,G56,base,action_priority,P0-1 需按本件 grain 重聚合后方可用此名
67,R01chk_shoe_len_by_table.csv,stake,xagg__G57__base__stake,xagg,G57,base,stake,P0-1 需按本件 grain 重聚合后方可用此名
67,R01chk_shoe_len_by_table.csv,valid_bet,xagg__G57__base__valid_bet,xagg,G57,base,valid_bet,P0-1 需按本件 grain 重聚合后方可用此名
67,R01chk_shoe_len_by_table.csv,profit,xagg__G57__base__profit,xagg,G57,base,profit,P0-1 需按本件 grain 重聚合后方可用此名
67,R01chk_shoe_len_by_table.csv,n_bets,xagg__G57__base__n_bets,xagg,G57,base,n_bets,P0-1 需按本件 grain 重聚合后方可用此名
67,R01chk_shoe_len_by_table.csv,n_rounds,xagg__G57__base__n_rounds,xagg,G57,base,n_rounds,P0-1 需按本件 grain 重聚合后方可用此名
