源行唯一键：优先源主键/唯一键MD5，无主键则整行MD5,StarRocks日分区日期：优先来源业务时间，无时间字段则同步当天,mem_id,site,sid,this_login,last_login,ip,info,on_line,来源库,来源表,ODS表名,同步时间
2312796,2019-02-04,2312796,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2312948,2019-02-04,2312948,0,,2019-02-04T12:03:19Z,2019-01-31 22:19:30,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2312957,2019-02-04,2312957,0,,2019-02-04T12:03:19Z,2019-01-31 22:20:19,103.67.207.174,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2313054,2019-02-04,2313054,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,54.95.58.7,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2313151,2019-02-04,2313151,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,103.112.29.190,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2313187,2019-02-04,2313187,0,,2019-02-04T12:03:19Z,2019-01-31 23:04:57,103.67.207.177,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2313198,2019-02-04,2313198,0,,2019-02-04T12:03:19Z,2019-01-31 23:40:47,119.81.162.133,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2313217,2019-02-04,2313217,0,,2019-02-04T12:03:19Z,2019-01-31 23:12:17,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2313234,2019-02-04,2313234,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2313262,2019-02-04,2313262,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,34.222.2.86,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2313319,2019-02-04,2313319,0,,2019-02-04T12:03:19Z,2019-02-01 02:36:14,119.81.162.133,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2313350,2019-02-04,2313350,0,,2019-02-04T12:03:19Z,2019-02-01 00:00:59,118.107.177.208,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2313373,2019-02-04,2313373,0,,2019-02-04T12:03:19Z,2019-01-31 23:39:47,119.81.162.133,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2313386,2019-02-04,2313386,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,13.250.126.119,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2313423,2019-02-04,2313423,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2313461,2019-02-04,2313461,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,134.159.225.158,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2313494,2019-02-04,2313494,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,119.81.162.133,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2313585,2019-02-04,2313585,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2313615,2019-02-04,2313615,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,103.117.121.79,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2313629,2019-02-04,2313629,0,,2019-02-04T12:03:19Z,2019-02-01 00:21:47,119.81.162.133,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2313681,2019-02-04,2313681,0,,2019-02-04T12:03:19Z,2019-02-01 00:32:48,134.159.201.114,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2313765,2019-02-04,2313765,0,,2019-02-04T12:03:19Z,2019-02-02 21:33:27,103.67.207.178,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2313771,2019-02-04,2313771,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2313784,2019-02-04,2313784,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,103.67.205.48,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2313802,2019-02-04,2313802,0,,2019-02-04T12:03:19Z,2019-02-01 00:54:43,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2313809,2019-02-04,2313809,0,,2019-02-04T12:03:19Z,2019-02-01 00:56:27,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2313854,2019-02-04,2313854,0,,2019-02-04T12:03:19Z,2019-02-04 10:09:54,103.67.205.47,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2313930,2019-02-04,2313930,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2313979,2019-02-04,2313979,0,,2019-02-04T12:03:19Z,2019-02-01 01:33:14,103.67.205.46,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2313998,2019-02-04,2313998,0,,2019-02-04T12:03:19Z,2019-02-01 01:31:40,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2314031,2019-02-04,2314031,0,,2019-02-04T12:03:19Z,2019-02-01 01:37:46,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2314092,2019-02-04,2314092,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2314224,2019-02-04,2314224,0,,2019-02-04T12:03:19Z,2019-02-01 02:20:18,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2314230,2019-02-04,2314230,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,54.95.58.7,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2314245,2019-02-04,2314245,0,,2019-02-04T12:03:19Z,2019-02-01 02:22:53,119.81.162.133,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2314287,2019-02-04,2314287,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,103.1.249.169,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2314321,2019-02-04,2314321,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,52.199.191.204,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2314335,2019-02-04,2314335,0,,2019-02-04T12:03:19Z,2019-02-01 19:10:41,118.107.177.208,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2314427,2019-02-04,2314427,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,119.81.162.133,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2314459,2019-02-04,2314459,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,175.98.118.200,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2314515,2019-02-04,2314515,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,107.167.177.179,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2314536,2019-02-04,2314536,0,,2019-02-04T12:03:19Z,2019-02-01 03:23:11,103.67.207.184,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2314560,2019-02-04,2314560,0,,2019-02-04T12:03:19Z,2019-02-01 03:29:42,119.81.162.133,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2314653,2019-02-04,2314653,0,,2019-02-04T12:03:19Z,2019-02-02 08:58:44,119.81.162.133,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2314691,2019-02-04,2314691,0,,2019-02-04T12:03:19Z,2019-02-01 04:00:38,103.67.207.186,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2314700,2019-02-04,2314700,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,119.81.162.133,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2314742,2019-02-04,2314742,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2314873,2019-02-04,2314873,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2314886,2019-02-04,2314886,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2314903,2019-02-04,2314903,0,,2019-02-04T12:03:19Z,2019-02-03 21:50:59,118.107.177.208,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2314917,2019-02-04,2314917,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,107.167.177.179,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2314920,2019-02-04,2314920,0,,2019-02-04T12:03:19Z,2019-02-01 09:11:12,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2314976,2019-02-04,2314976,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,103.206.123.90,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2314983,2019-02-04,2314983,0,,2019-02-04T12:03:19Z,2019-02-01 07:15:03,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2315049,2019-02-04,2315049,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,13.250.126.119,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2315105,2019-02-04,2315105,0,,2019-02-04T12:03:19Z,2019-02-01 09:23:42,52.199.191.204,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2315201,2019-02-04,2315201,0,,2019-02-04T12:03:19Z,2019-02-01 06:38:08,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2315359,2019-02-04,2315359,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,175.98.118.200,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2315384,2019-02-04,2315384,0,,2019-02-04T12:03:19Z,2019-02-01 08:15:50,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2315572,2019-02-04,2315572,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2315603,2019-02-04,2315603,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,54.95.58.7,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2315620,2019-02-04,2315620,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2315655,2019-02-04,2315655,0,,2019-02-04T12:03:19Z,2019-02-01 10:07:30,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2315731,2019-02-04,2315731,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,175.98.118.203,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2315875,2019-02-04,2315875,0,,2019-02-04T12:03:19Z,2019-02-01 11:34:11,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2316104,2019-02-04,2316104,0,,2019-02-04T12:03:19Z,2019-02-01 12:42:07,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2316133,2019-02-04,2316133,0,,2019-02-04T12:03:19Z,2019-02-01 13:27:17,118.107.177.208,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2316152,2019-02-04,2316152,0,,2019-02-04T12:03:19Z,2019-02-03 08:56:57,103.112.29.186,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2316165,2019-02-04,2316165,0,,2019-02-04T12:03:19Z,2019-02-01 13:03:31,175.98.118.198,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2316171,2019-02-04,2316171,0,,2019-02-04T12:03:19Z,2019-02-01 13:04:52,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2316237,2019-02-04,2316237,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,103.117.121.79,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2316242,2019-02-04,2316242,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,54.95.58.7,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2316249,2019-02-04,2316249,0,,2019-02-04T12:03:19Z,2019-02-01 13:24:51,103.67.207.187,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2316311,2019-02-04,2316311,0,,2019-02-04T12:03:19Z,2019-02-01 14:10:20,103.67.207.174,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2316353,2019-02-04,2316353,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2316385,2019-02-04,2316385,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2316403,2019-02-04,2316403,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,175.98.118.198,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2316408,2019-02-04,2316408,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2316483,2019-02-04,2316483,0,,2019-02-04T12:03:19Z,2019-02-01 14:36:23,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2316531,2019-02-04,2316531,0,,2019-02-04T12:03:19Z,2019-02-01 14:49:13,175.98.118.203,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2316544,2019-02-04,2316544,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,202.88.97.100,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2316621,2019-02-04,2316621,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,103.117.121.79,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2316654,2019-02-04,2316654,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,107.167.177.179,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2316668,2019-02-04,2316668,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,107.167.177.179,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2316677,2019-02-04,2316677,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,103.117.121.79,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2316707,2019-02-04,2316707,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,103.117.121.79,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2316766,2019-02-04,2316766,0,,2019-02-04T12:03:19Z,2019-02-01 15:50:29,103.117.121.79,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2316787,2019-02-04,2316787,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,134.159.225.158,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2316843,2019-02-04,2316843,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,182.16.51.130,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2316959,2019-02-04,2316959,0,,2019-02-04T12:03:19Z,2019-02-02 09:21:55,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2316971,2019-02-04,2316971,0,,2019-02-04T12:03:19Z,2019-02-02 01:03:35,103.67.207.174,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2316990,2019-02-04,2316990,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,52.68.154.164,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2317007,2019-02-04,2317007,0,,2019-02-04T12:03:19Z,2019-02-01 16:53:11,52.199.191.204,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2317024,2019-02-04,2317024,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2317087,2019-02-04,2317087,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2317109,2019-02-04,2317109,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,202.134.85.212,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2317116,2019-02-04,2317116,0,,2019-02-04T12:03:19Z,2019-02-01 17:16:28,103.206.123.90,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2317140,2019-02-04,2317140,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,52.193.117.23,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2317163,2019-02-04,2317163,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,175.98.118.204,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2317168,2019-02-04,2317168,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,18.136.104.48,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2317182,2019-02-04,2317182,0,,2019-02-04T12:03:19Z,2019-02-02 10:25:55,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2317341,2019-02-04,2317341,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,54.95.58.7,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2317355,2019-02-04,2317355,0,,2019-02-04T12:03:19Z,2019-02-01 18:24:32,52.199.191.204,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2317362,2019-02-04,2317362,0,,2019-02-04T12:03:19Z,2019-02-01 18:20:39,103.67.207.182,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2317523,2019-02-04,2317523,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,103.117.121.79,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2317556,2019-02-04,2317556,0,,2019-02-04T12:03:19Z,2019-02-01 19:18:28,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2317646,2019-02-04,2317646,0,,2019-02-04T12:03:19Z,2019-02-01 19:45:53,103.67.207.176,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2317722,2019-02-04,2317722,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2317729,2019-02-04,2317729,0,,2019-02-04T12:03:19Z,2019-02-01 20:07:59,103.67.207.183,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2317760,2019-02-04,2317760,0,,2019-02-04T12:03:19Z,2019-02-01 20:24:20,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2317887,2019-02-04,2317887,0,,2019-02-04T12:03:19Z,2019-02-01 20:46:16,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2317963,2019-02-04,2317963,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,175.98.118.203,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2318183,2019-02-04,2318183,0,,2019-02-04T12:03:19Z,2019-02-01 22:06:24,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2318213,2019-02-04,2318213,0,,2019-02-04T12:03:19Z,2019-02-01 22:16:30,103.67.207.182,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2318218,2019-02-04,2318218,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,103.67.205.45,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2318287,2019-02-04,2318287,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,35.200.122.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2318293,2019-02-04,2318293,0,,2019-02-04T12:03:19Z,2019-02-01 22:35:08,175.98.118.198,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2318368,2019-02-04,2318368,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,47.75.114.216,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2318404,2019-02-04,2318404,0,,2019-02-04T12:03:19Z,2019-02-01 22:58:10,103.67.207.178,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2318410,2019-02-04,2318410,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,13.250.126.119,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2318427,2019-02-04,2318427,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,52.193.125.34,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2318446,2019-02-04,2318446,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2318536,2019-02-04,2318536,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,175.98.118.198,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2318548,2019-02-04,2318548,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2318595,2019-02-04,2318595,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,13.250.126.119,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2318611,2019-02-04,2318611,0,,2019-02-04T12:03:19Z,2019-02-02 00:45:49,118.107.177.208,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2318647,2019-02-04,2318647,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,175.98.118.200,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2318670,2019-02-04,2318670,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,103.67.205.48,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2318714,2019-02-04,2318714,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2318761,2019-02-04,2318761,0,,2019-02-04T12:03:19Z,2019-02-02 04:17:33,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2318780,2019-02-04,2318780,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2318867,2019-02-04,2318867,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2318908,2019-02-04,2318908,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,175.98.118.199,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2319061,2019-02-04,2319061,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,103.40.4.4,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2319094,2019-02-04,2319094,0,,2019-02-04T12:03:19Z,2019-02-02 02:05:36,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2319111,2019-02-04,2319111,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2319126,2019-02-04,2319126,0,,2019-02-04T12:03:19Z,2019-02-02 13:48:28,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2319153,2019-02-04,2319153,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,175.98.118.198,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2319191,2019-02-04,2319191,0,,2019-02-04T12:03:19Z,2019-02-02 02:17:20,206.161.248.86,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2319421,2019-02-04,2319421,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,175.98.118.204,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2319524,2019-02-04,2319524,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,54.95.58.7,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2319530,2019-02-04,2319530,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,202.60.228.131,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2319572,2019-02-04,2319572,0,,2019-02-04T12:03:19Z,2019-02-02 04:00:02,175.98.118.202,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2319598,2019-02-04,2319598,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2319697,2019-02-04,2319697,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2319778,2019-02-04,2319778,0,,2019-02-04T12:03:19Z,2019-02-02 05:07:58,103.67.207.176,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2319861,2019-02-04,2319861,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2319894,2019-02-04,2319894,0,,2019-02-04T12:03:19Z,2019-02-02 05:49:07,13.250.126.119,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2319911,2019-02-04,2319911,0,,2019-02-04T12:03:19Z,2019-02-02 05:55:58,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2320008,2019-02-04,2320008,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,52.199.191.204,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2320062,2019-02-04,2320062,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,118.107.178.93,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
2320097,2019-02-04,2320097,0,,2019-02-04T12:03:19Z,0000-00-00 00:00:00,13.251.15.192,,0,a168,mem_login,ods_a168_mem_login,2026-05-22T00:35:17Z
